CustomerID,CustomerName,Gender,Age,City,JoinDate,PlanType,MonthlyCharges,TotalCharges,TenureMonths,InternetService,ContractType,PaymentMethod,SupportTickets,ChurnStatus,,Blank check
C101060,Amit Paul,Male,71,Chennai,09-12-2025,Postpaid,375.09,19504.68,52,None,2 Year,Bank Transfer,3,No,,FALSE
C101061,Sourav Kapoor,Female,44,Mumbai,07-09-2025,Postpaid,1006.01,2012.02,2,Fiber,2 Year,Cash,0,No,,FALSE
C101062,Priya Das,Male,26,Bangalore,04-02-2025,Prepaid,418.89,12147.81,29,5G,Monthly,Bank Transfer,10,No,,FALSE
C101063,Neha Singh,Male,36,Kolkata,22-07-2025,Prepaid,785.95,54230.55,69,Fiber,2 Year,Cash,3,Yes,,FALSE
C101064,Priya Das,Male,51,Kolkata,18-07-2025,Prepaid,1096.23,5481.15,5,Fiber,2 Year,UPI,3,No,,FALSE
C101065,Amit Gupta,Male,57,Hyderabad,15-09-2025,Prepaid,1043.78,50101.44,48,DSL,2 Year,Bank Transfer,0,Yes,,FALSE
C101066,Rohit Roy,Female,27,Bangalore,13-04-2025,Prepaid,1760.13,77445.72,44,None,1 Year,Card,4,Yes,,FALSE
C101067,Ananya Gupta,Male,32,Bangalore,05-02-2025,Prepaid,1365.26,32766.24,24,5G,2 Year,Card,2,No,,FALSE
C101068,Sourav Dey,Male,21,Chennai,28-03-2025,Postpaid,1463.1,21946.5,15,5G,Monthly,Card,1,Yes,,FALSE
C101069,Rahul Kapoor,Male,18,Mumbai,18-11-2025,Prepaid,304.82,14936.18,49,Fiber,Monthly,Cash,9,No,,FALSE
C101070,Sneha Gupta,Female,36,Delhi,22-11-2025,Postpaid,1063.44,53172,50,None,Monthly,Cash,8,No,,FALSE
C101071,Amit Kapoor,Female,32,Mumbai,08-07-2025,Prepaid,786.67,14946.73,19,None,1 Year,Card,0,No,,FALSE
C101072,Sourav Roy,Female,44,Mumbai,27-07-2025,Postpaid,1746.86,122280.2,70,None,1 Year,Cash,7,No,,FALSE
C101073,Sourav Roy,Male,47,Mumbai,22-04-2025,Prepaid,873.26,41043.22,47,DSL,2 Year,Bank Transfer,7,No,,FALSE
C101074,Amit Gupta,Male,41,,30-11-2025,Postpaid,661.97,26478.8,40,5G,2 Year,Cash,0,Yes,,FALSE
C101075,Amit Kapoor,Female,31,Mumbai,15-08-2025,Prepaid,1236.88,54422.72,44,DSL,1 Year,Card,4,Yes,,FALSE
C101076,Sneha Roy,Female,59,Delhi,28-08-2025,Prepaid,1276.62,66384.24,52,DSL,1 Year,Bank Transfer,9,Yes,,FALSE
C101077,Priya Sharma,Male,61,Kolkata,19-06-2025,Prepaid,1636.84,21278.92,13,5G,1 Year,Card,11,Yes,,FALSE
C101078,Ananya Paul,Female,31,Chennai,17-08-2025,Postpaid,1728.15,69126,40,5G,2 Year,Card,4,No,,FALSE
C101079,Amit Roy,Female,24,Kolkata,30-09-2025,Postpaid,,41088.96,72,DSL,2 Year,Cash,11,No,,FALSE
C101080,Amit Gupta,Male,62,Kolkata,11-03-2025,Postpaid,1958.41,62669.12,32,None,1 Year,Cash,2,Yes,,FALSE
C101081,Neha Paul,Male,55,Bangalore,11-01-2025,Postpaid,1881.6,88435.2,47,5G,1 Year,UPI,5,Yes,,FALSE
C101082,Sourav Roy,Male,29,Hyderabad,11-04-2025,Postpaid,1359.85,24477.3,18,5G,2 Year,UPI,,No,,FALSE
C101083,Ananya Singh,Male,19,Chennai,24-05-2025,Prepaid,1984.89,107184.06,54,None,1 Year,Card,0,Yes,,FALSE
C101084,Sourav Ghosh,Male,62,Delhi,03-12-2025,Postpaid,746.29,29851.6,40,Fiber,1 Year,UPI,2,Yes,,FALSE
C101085,Sneha Gupta,Female,65,,19-01-2025,Postpaid,813.61,2440.83,3,None,1 Year,Bank Transfer,,No,,FALSE
C101086,Ananya Singh,Male,44,Bangalore,25-05-2025,Postpaid,523.98,23055.12,44,Fiber,1 Year,UPI,12,No,,FALSE
C101087,Rahul Roy,Male,73,Mumbai,08-02-2025,Prepaid,1821.89,120244.74,66,5G,Monthly,Card,9,Yes,,FALSE
C101088,Rahul Sharma,Female,67,Chennai,06-02-2025,Prepaid,1767.27,21207.24,12,None,2 Year,Bank Transfer,12,Yes,,FALSE
C101089,Amit Sen,Male,57,Mumbai,16-02-2025,Prepaid,394.48,6311.68,16,Fiber,1 Year,Card,3,Yes,,FALSE
C101090,Vikram Sen,Female,63,Mumbai,29-12-2025,Postpaid,956.73,10524.03,11,DSL,1 Year,Bank Transfer,11,Yes,,FALSE
C101091,Priya Roy,Male,46,,15-03-2025,Prepaid,1161.89,27885.36,24,Fiber,2 Year,UPI,3,Yes,,FALSE
C101092,Sneha Roy,Female,72,Hyderabad,31-10-2025,Postpaid,1584.69,66556.98,42,None,2 Year,Bank Transfer,3,No,,FALSE
C101093,Vikram Sharma,Female,34,Delhi,24-03-2025,Prepaid,1549.25,69716.25,45,Fiber,Monthly,Cash,5,Yes,,FALSE
C101094,Riya Sharma,Male,57,Delhi,29-10-2025,Postpaid,434.92,24355.52,56,Fiber,2 Year,Bank Transfer,11,No,,FALSE
C101095,Riya Ghosh,Female,46,Delhi,08-09-2025,Postpaid,1560.73,71793.58,46,DSL,Monthly,Card,0,No,,FALSE
C101096,Ananya Kapoor,Female,44,Bangalore,20-08-2025,Prepaid,1794.96,107697.6,60,DSL,2 Year,Cash,6,Yes,,FALSE
C101097,Sourav Roy,Female,73,Delhi,08-01-2025,Postpaid,1639.05,29502.9,18,DSL,Monthly,Card,3,Yes,,FALSE
C101098,Rohit Ghosh,Male,19,Kolkata,12-09-2025,Postpaid,1101.89,56196.39,51,DSL,1 Year,Bank Transfer,3,Yes,,FALSE
C101099,Amit Gupta,Male,49,Delhi,24-02-2025,Prepaid,1034.86,66231.04,64,5G,2 Year,Cash,9,No,,FALSE
C101100,Riya Sen,Female,27,Bangalore,07-01-2025,Postpaid,1180.9,36607.9,31,DSL,1 Year,Bank Transfer,10,No,,FALSE
C101101,Vikram Singh,Female,57,Hyderabad,11-07-2025,Prepaid,1317.5,21080,16,5G,2 Year,Cash,1,Yes,,FALSE
C101102,Sneha Ghosh,Male,46,Delhi,21-11-2025,Postpaid,1007.9,48379.2,48,5G,2 Year,Bank Transfer,9,No,,FALSE
C101103,Ananya Paul,Male,62,Hyderabad,31-10-2025,Prepaid,1832.15,45803.75,25,DSL,1 Year,Cash,0,No,,FALSE
C101104,Amit Paul,Female,50,,28-09-2025,Postpaid,952.04,12376.52,13,None,2 Year,Bank Transfer,1,No,,FALSE
C101105,Rohit Roy,Female,42,Kolkata,31-08-2025,Prepaid,1644.18,41104.5,25,DSL,2 Year,UPI,5,No,,FALSE
C101106,Rohit Ghosh,Female,70,Delhi,06-11-2025,Prepaid,1254.19,77759.78,62,DSL,2 Year,,4,Yes,,FALSE
C101107,Vikram Singh,Male,65,Bangalore,05-08-2025,Prepaid,1188.95,29723.75,25,5G,1 Year,Card,2,No,,FALSE
C101108,Sourav Das,Female,19,Bangalore,17-03-2025,Postpaid,1406.78,5627.12,4,None,2 Year,Card,9,No,,FALSE
C101109,Rohit Gupta,Female,66,Mumbai,28-12-2025,Postpaid,482.17,19768.97,41,5G,Monthly,Card,5,Yes,,FALSE
C101110,Vikram Gupta,Female,25,Mumbai,11-06-2025,Postpaid,1774.15,12419.05,7,Fiber,2 Year,Cash,10,No,,FALSE
C101111,Rahul Singh,Female,43,Chennai,19-10-2025,Prepaid,854.24,19647.52,23,Fiber,2 Year,Card,7,Yes,,FALSE
C101112,Vikram Roy,Male,22,Kolkata,04-07-2025,Postpaid,,10020.06,18,5G,Monthly,Cash,5,Yes,,FALSE
C101113,Vikram Kapoor,Female,49,Hyderabad,21-03-2025,Prepaid,1225.69,63735.88,52,DSL,1 Year,Card,1,No,,FALSE
C101114,Vikram Sharma,Male,32,Hyderabad,24-12-2025,Prepaid,395.07,12247.17,31,None,Monthly,UPI,3,Yes,,FALSE
C101115,Ananya Kapoor,Female,27,Kolkata,19-09-2025,Postpaid,1149.99,20699.82,18,None,Monthly,Cash,8,Yes,,FALSE
C101116,Sneha Sen,Female,20,Kolkata,28-06-2025,Prepaid,1301.44,33837.44,26,5G,2 Year,Card,6,Yes,,FALSE
C101117,Neha Singh,Female,27,Chennai,11-07-2025,Postpaid,311.49,21492.81,69,DSL,Monthly,Bank Transfer,5,Yes,,FALSE
C101118,Rohit Gupta,Male,38,,05-11-2025,Postpaid,966.48,32860.32,34,DSL,Monthly,UPI,,No,,FALSE
C101119,Sneha Sen,Female,69,Hyderabad,12-12-2025,Prepaid,1561.78,21864.92,14,5G,1 Year,Cash,0,Yes,,FALSE
C101120,Rahul Singh,Male,54,Mumbai,03-04-2025,Postpaid,667.57,22029.81,33,DSL,1 Year,Cash,11,No,,FALSE
C101121,Amit Gupta,Female,47,Chennai,02-11-2025,Postpaid,1322.08,67426.08,51,DSL,Monthly,UPI,0,Yes,,FALSE
C101122,Rohit Sharma,Female,57,Bangalore,15-07-2025,Prepaid,1756.18,12293.26,7,Fiber,Monthly,Bank Transfer,3,Yes,,FALSE
C101123,Sourav Sharma,Female,45,Kolkata,03-03-2025,Postpaid,428.37,20561.76,48,DSL,1 Year,Cash,12,Yes,,FALSE
C101124,Riya Roy,Male,25,Kolkata,14-02-2025,Prepaid,1795.49,7181.96,4,None,2 Year,Bank Transfer,4,Yes,,FALSE
C101125,Amit Sen,Male,62,Bangalore,14-12-2025,Postpaid,406.58,25207.96,62,Fiber,Monthly,Cash,,No,,FALSE
C101126,Neha Sharma,Male,44,Delhi,30-12-2025,Postpaid,1952.94,44917.62,23,None,Monthly,Bank Transfer,0,No,,FALSE
C101127,Riya Sharma,Male,73,Chennai,11-08-2025,Postpaid,698.19,17454.75,25,DSL,2 Year,UPI,4,No,,FALSE
C101128,Riya Dey,Male,23,Delhi,04-12-2025,Postpaid,1074.64,51582.72,48,DSL,1 Year,Bank Transfer,6,Yes,,FALSE
C101129,Ananya Singh,Male,55,Hyderabad,11-09-2025,Postpaid,931.59,48442.68,52,5G,1 Year,UPI,9,No,,FALSE
C101130,Ananya Gupta,Female,74,Chennai,15-12-2025,Prepaid,864.77,15565.86,18,Fiber,1 Year,Card,9,No,,FALSE
C101131,Neha Roy,Male,52,Hyderabad,22-07-2025,Prepaid,1745.87,36663.27,21,None,Monthly,UPI,8,Yes,,FALSE
C101132,Vikram Roy,Male,54,Hyderabad,30-12-2025,Postpaid,732.02,732.02,1,None,Monthly,Bank Transfer,11,No,,FALSE
C101133,Sourav Sen,Female,53,Hyderabad,28-07-2025,Prepaid,1188.31,60603.81,51,DSL,2 Year,Cash,2,Yes,,FALSE
C101134,Vikram Das,Female,63,Mumbai,06-02-2025,Postpaid,1817.41,1817.41,1,DSL,1 Year,Bank Transfer,3,Yes,,FALSE
C101135,Rahul Singh,Male,70,Mumbai,06-04-2025,Prepaid,338.96,8474,25,Fiber,1 Year,Cash,1,No,,FALSE
C101136,Neha Singh,Female,40,Bangalore,11-07-2025,Prepaid,316.97,16482.44,52,5G,1 Year,Cash,10,Yes,,FALSE
C101137,Riya Ghosh,Female,61,Kolkata,11-05-2025,Postpaid,1959.92,123474.96,63,None,2 Year,UPI,6,No,,FALSE
C101138,Sourav Sharma,Female,61,Kolkata,01-09-2025,Postpaid,1989.89,125363.07,63,Fiber,Monthly,Card,11,Yes,,FALSE
C101139,Sneha Paul,Female,47,Kolkata,15-06-2025,Postpaid,1572.39,77047.11,49,None,Monthly,Cash,1,Yes,,FALSE
C101140,Rahul Dey,Female,61,Kolkata,15-09-2025,Prepaid,1307.83,22233.11,17,None,1 Year,Cash,12,Yes,,FALSE
C101141,Riya Roy,Female,34,Delhi,25-03-2025,Prepaid,1485.97,23775.52,16,5G,2 Year,Bank Transfer,6,Yes,,FALSE
C101142,Priya Sen,Female,61,Bangalore,08-05-2025,Prepaid,1945.56,38911.2,20,None,2 Year,Card,12,No,,FALSE
C101143,Ananya Paul,Female,20,Mumbai,16-08-2025,Prepaid,609.55,23772.45,39,Fiber,Monthly,Card,2,Yes,,FALSE
C101144,Sourav Sharma,Female,46,Hyderabad,06-10-2025,Prepaid,922.35,59030.4,64,None,1 Year,UPI,4,No,,FALSE
C101145,Priya Singh,Female,53,,25-07-2025,Prepaid,412.8,22704,55,DSL,Monthly,UPI,2,Yes,,FALSE
C101146,Riya Dey,Female,54,Chennai,15-05-2025,Postpaid,1428.89,34293.36,24,Fiber,2 Year,Card,9,No,,FALSE
C101147,Sneha Roy,Female,25,Mumbai,26-12-2025,Postpaid,366.58,26393.76,72,Fiber,1 Year,UPI,8,Yes,,FALSE
C101148,Neha Dey,Male,25,Delhi,12-03-2025,Postpaid,1431.05,97311.4,68,DSL,1 Year,Card,3,No,,FALSE
C101149,Amit Kapoor,Male,48,Mumbai,08-12-2025,Prepaid,663.01,41106.62,62,DSL,Monthly,Cash,8,Yes,,FALSE
C101150,Sourav Ghosh,Male,54,Delhi,28-07-2025,Prepaid,719.02,15818.44,22,None,Monthly,Bank Transfer,12,No,,FALSE
C101151,Ananya Kapoor,Female,19,Chennai,26-04-2025,Prepaid,1440.82,36020.5,25,None,2 Year,Cash,10,Yes,,FALSE
C101152,Priya Kapoor,Male,33,Bangalore,03-02-2025,Prepaid,787.97,52793.99,67,DSL,2 Year,UPI,5,No,,FALSE
C101153,Ananya Singh,Female,43,Delhi,29-08-2025,Postpaid,1088.66,39191.76,36,None,2 Year,Card,7,No,,FALSE
C101154,Vikram Dey,Male,23,Delhi,19-11-2025,Postpaid,1956.89,123284.07,63,5G,1 Year,Card,5,No,,FALSE
C101155,Rohit Sen,Female,33,Chennai,13-12-2025,Postpaid,891.47,22286.75,25,5G,1 Year,Cash,10,Yes,,FALSE
C101156,Rohit Sen,Female,67,Hyderabad,05-10-2025,Postpaid,1662.82,29930.76,18,DSL,1 Year,Card,1,No,,FALSE
C101157,Ananya Roy,Female,58,Delhi,06-05-2025,Postpaid,,20760,32,None,2 Year,Bank Transfer,9,No,,FALSE
C101158,Neha Das,Female,52,Kolkata,12-07-2025,Postpaid,547.78,24102.32,44,Fiber,Monthly,Card,12,No,,FALSE
C101159,Vikram Paul,Female,49,Chennai,18-10-2025,Postpaid,1888.08,111396.72,59,DSL,1 Year,UPI,6,No,,FALSE
C101160,Sourav Ghosh,Male,56,Mumbai,03-04-2025,Prepaid,1108.83,15523.62,14,5G,Monthly,UPI,1,No,,FALSE
C101161,Amit Das,Female,24,Mumbai,21-01-2025,Prepaid,1208.88,85830.48,71,Fiber,Monthly,Bank Transfer,9,No,,FALSE
C101162,Sneha Paul,Female,36,Chennai,01-07-2025,Prepaid,708.16,39656.96,56,DSL,Monthly,Bank Transfer,12,Yes,,FALSE
C101163,Neha Sharma,Male,28,Kolkata,20-10-2025,Postpaid,644.34,32217,50,None,Monthly,UPI,3,No,,FALSE
C101164,Amit Roy,Male,32,Delhi,24-02-2025,Prepaid,1080.16,33484.96,31,DSL,2 Year,Bank Transfer,6,No,,FALSE
C101165,Priya Kapoor,Female,46,Bangalore,18-03-2025,Postpaid,693.71,19423.88,28,None,Monthly,Bank Transfer,3,No,,FALSE
C101166,Rahul Gupta,Female,45,Bangalore,07-11-2025,Prepaid,880.89,59900.52,68,5G,Monthly,UPI,9,No,,FALSE
C101167,Ananya Ghosh,Female,28,Delhi,08-05-2025,Postpaid,651.12,33858.24,52,DSL,1 Year,Cash,0,Yes,,FALSE
C101168,Rahul Kapoor,Female,59,Delhi,15-07-2025,Prepaid,1067.82,9610.38,9,None,1 Year,Cash,6,Yes,,FALSE
C101169,Rohit Ghosh,Female,45,Bangalore,22-03-2025,Prepaid,890.99,29402.67,33,DSL,2 Year,Card,0,No,,FALSE
C101170,Priya Roy,Male,41,Chennai,23-12-2025,Prepaid,1592.21,11145.47,7,5G,Monthly,Bank Transfer,7,Yes,,FALSE
C101171,Rohit Roy,Male,36,Bangalore,09-06-2025,Prepaid,1758.45,33410.55,19,Fiber,Monthly,UPI,9,Yes,,FALSE
C101172,Riya Kapoor,Male,54,Mumbai,09-01-2025,Prepaid,789.01,18147.23,23,Fiber,Monthly,UPI,4,Yes,,FALSE
C101173,Vikram Ghosh,Male,52,Mumbai,01-10-2025,Prepaid,1623.4,25974.4,16,DSL,Monthly,Bank Transfer,2,No,,FALSE
C101174,Rahul Kapoor,Male,50,Mumbai,25-01-2025,Postpaid,1150.55,3451.65,3,DSL,Monthly,Card,9,No,,FALSE
C101175,Riya Roy,Male,54,Hyderabad,08-05-2025,Prepaid,1085.09,39063.24,36,Fiber,Monthly,Cash,2,Yes,,FALSE
C101176,Riya Kapoor,Female,36,Chennai,27-08-2025,Postpaid,1198.12,70689.08,59,None,1 Year,Cash,2,No,,FALSE
C101177,Neha Ghosh,Female,26,Kolkata,06-11-2025,Postpaid,650.72,3253.6,5,None,1 Year,,5,Yes,,FALSE
C101178,Rahul Sen,Female,38,Hyderabad,17-03-2025,Postpaid,636.79,40117.77,63,DSL,2 Year,Bank Transfer,6,Yes,,FALSE
C101179,Riya Singh,Female,27,Bangalore,27-08-2025,Postpaid,1829.86,5489.58,3,5G,Monthly,Cash,2,No,,FALSE
C101180,Priya Singh,Female,21,Kolkata,29-06-2025,Postpaid,1910.13,61124.16,32,None,2 Year,Cash,1,No,,FALSE
C101181,Rahul Gupta,Male,40,Delhi,19-06-2025,Prepaid,1236.73,81624.18,66,5G,2 Year,,0,Yes,,FALSE
C101182,Rahul Dey,Male,27,Hyderabad,24-09-2025,Postpaid,757.33,54527.76,72,Fiber,1 Year,Cash,5,No,,FALSE
C101183,Rahul Dey,Male,40,Bangalore,07-09-2025,Postpaid,783.38,32901.96,42,Fiber,2 Year,UPI,2,No,,FALSE
C101184,Rohit Roy,Male,39,Mumbai,17-02-2025,Postpaid,,87920.22,57,5G,1 Year,Card,0,Yes,,FALSE
C101185,Sneha Kapoor,Male,37,Bangalore,19-03-2025,Postpaid,1920.05,3840.1,2,5G,Monthly,UPI,1,Yes,,FALSE
C101186,Riya Das,Male,72,Bangalore,26-03-2025,Postpaid,750.36,3751.8,5,Fiber,Monthly,Cash,12,No,,FALSE
C101187,Rohit Paul,Female,57,Hyderabad,07-12-2025,Postpaid,1745.01,83760.48,48,DSL,2 Year,Bank Transfer,12,Yes,,FALSE
C101188,Rohit Ghosh,Female,32,Bangalore,27-07-2025,Prepaid,1036.58,3109.74,3,5G,1 Year,UPI,2,Yes,,FALSE
C101189,Sneha Gupta,Male,72,Kolkata,24-12-2025,Postpaid,1796.27,52091.83,29,None,2 Year,Cash,6,No,,FALSE
C101190,Neha Gupta,Male,37,Delhi,30-01-2025,Postpaid,711.24,7823.64,11,None,1 Year,Card,6,No,,FALSE
C101191,Priya Singh,Male,19,Bangalore,09-09-2025,Postpaid,1892.91,81395.13,43,DSL,1 Year,Cash,3,No,,FALSE
C101192,Neha Ghosh,Female,33,Kolkata,21-02-2025,Prepaid,870.39,19148.58,22,Fiber,2 Year,UPI,2,No,,FALSE
C101193,Amit Sharma,Male,49,Bangalore,01-04-2025,Prepaid,1887.44,22649.28,12,DSL,1 Year,Bank Transfer,10,No,,FALSE
C101194,Rohit Ghosh,Male,60,Kolkata,26-10-2025,Prepaid,367.73,4412.76,12,Fiber,2 Year,UPI,3,Yes,,FALSE
C101195,Riya Das,Female,75,Chennai,30-05-2025,Prepaid,1700.12,86706.12,51,5G,Monthly,UPI,7,No,,FALSE
C101196,Neha Sen,Female,28,Kolkata,21-07-2025,Postpaid,462.4,30518.4,66,DSL,2 Year,Cash,12,No,,FALSE
C101197,Sourav Kapoor,Male,40,Delhi,08-12-2025,Postpaid,819.88,54112.08,66,DSL,Monthly,Cash,2,Yes,,FALSE
C101198,Priya Roy,Male,20,Bangalore,06-03-2025,Prepaid,398.87,4387.57,11,Fiber,1 Year,Bank Transfer,11,No,,FALSE
C101199,Sourav Kapoor,Male,55,Hyderabad,09-12-2025,Postpaid,1520.69,47141.39,31,DSL,1 Year,UPI,5,Yes,,FALSE
C101200,Rahul Sharma,Female,43,Bangalore,06-04-2025,Postpaid,885.65,22141.25,25,None,2 Year,Cash,12,No,,FALSE
C101201,Sourav Ghosh,Male,46,Kolkata,26-03-2025,Postpaid,1685.83,30344.94,18,None,Monthly,Cash,5,Yes,,FALSE
C101202,Neha Gupta,Female,20,Mumbai,03-04-2025,Postpaid,707.04,12726.72,18,Fiber,Monthly,Bank Transfer,11,No,,FALSE
C101203,Priya Gupta,Male,69,Mumbai,17-03-2025,Postpaid,872.21,41866.08,48,5G,2 Year,Cash,,Yes,,FALSE
C101204,Neha Dey,Female,45,Chennai,22-08-2025,Prepaid,1072.42,6434.52,6,5G,1 Year,UPI,6,Yes,,FALSE
C101205,Neha Paul,Male,48,Delhi,30-10-2025,Prepaid,1878.38,101432.52,54,None,1 Year,Bank Transfer,10,Yes,,FALSE
C101206,Neha Singh,Female,70,Delhi,03-01-2025,Prepaid,1435.33,43059.9,30,Fiber,Monthly,Cash,3,No,,FALSE
C101207,Priya Singh,Female,18,Kolkata,14-09-2025,Postpaid,380.2,21291.2,56,Fiber,1 Year,Card,8,No,,FALSE
C101208,Sourav Dey,Female,67,Mumbai,07-10-2025,Prepaid,1752.9,26293.5,15,Fiber,2 Year,Cash,1,No,,FALSE
C101209,Rahul Das,Male,59,Hyderabad,13-05-2025,Prepaid,1908.18,61061.76,32,5G,2 Year,Bank Transfer,6,Yes,,FALSE
C101210,Amit Ghosh,Male,75,Delhi,08-06-2025,Prepaid,645.96,35527.8,55,Fiber,Monthly,UPI,0,Yes,,FALSE
C101211,Priya Gupta,Female,22,Kolkata,14-09-2025,Postpaid,1939.74,67890.9,35,Fiber,1 Year,Bank Transfer,12,Yes,,FALSE
C101212,Sourav Sen,Female,40,Hyderabad,10-01-2025,Prepaid,899.51,10794.12,12,Fiber,Monthly,Card,5,Yes,,FALSE
C101213,Ananya Sharma,Female,51,Bangalore,10-08-2025,Prepaid,629.09,43407.21,69,None,Monthly,Card,3,No,,FALSE
C101214,Sneha Gupta,Female,67,Bangalore,14-06-2025,Postpaid,1958.43,17625.87,9,DSL,Monthly,UPI,7,Yes,,FALSE
C101215,Ananya Ghosh,Female,18,Hyderabad,04-01-2025,Postpaid,328.11,15093.06,46,None,Monthly,Card,1,Yes,,FALSE
C101216,Vikram Dey,Female,55,Kolkata,16-11-2025,Prepaid,1103.83,19868.94,18,5G,Monthly,Bank Transfer,8,No,,FALSE
C101217,Rahul Singh,Male,36,Hyderabad,13-05-2025,Postpaid,1758.72,8793.6,5,DSL,1 Year,Bank Transfer,6,Yes,,FALSE
C101218,Rohit Singh,Female,51,Kolkata,14-01-2025,Postpaid,426.69,20054.43,47,5G,Monthly,UPI,2,Yes,,FALSE
C101219,Rohit Ghosh,Female,41,Kolkata,04-04-2025,Prepaid,460.77,6911.55,15,Fiber,Monthly,UPI,4,No,,FALSE
C101220,Priya Dey,Female,71,Chennai,03-12-2025,Postpaid,1582.23,112338.33,71,Fiber,1 Year,UPI,4,No,,FALSE
C101221,Rahul Roy,Male,23,Kolkata,29-10-2025,Prepaid,756.38,32524.34,43,Fiber,1 Year,UPI,7,No,,FALSE
C101222,Amit Paul,Male,43,Kolkata,21-06-2025,Prepaid,480.71,33649.7,70,DSL,2 Year,UPI,10,Yes,,FALSE
C101223,Amit Roy,Male,48,Bangalore,03-01-2025,Postpaid,1537.87,43060.36,28,DSL,1 Year,Card,0,No,,FALSE
C101224,Vikram Singh,Female,31,Mumbai,27-07-2025,Postpaid,626.2,31310,50,5G,1 Year,Card,9,Yes,,FALSE
C101225,Neha Gupta,Male,63,Kolkata,27-07-2025,Prepaid,732.5,39555,54,5G,2 Year,Card,9,Yes,,FALSE
C101226,Sneha Roy,Male,70,Mumbai,08-05-2025,Prepaid,1943.2,31091.2,16,Fiber,2 Year,Cash,2,Yes,,FALSE
C101227,Sneha Das,Male,35,Bangalore,24-02-2025,Postpaid,1275.78,19136.7,15,DSL,1 Year,Card,2,Yes,,FALSE
C101228,Sourav Kapoor,Female,73,Bangalore,06-12-2025,Prepaid,851.69,40881.12,48,DSL,Monthly,Cash,5,Yes,,FALSE
C101229,Rohit Kapoor,Male,73,Delhi,02-01-2025,Postpaid,1131.85,36219.2,32,None,Monthly,UPI,12,Yes,,FALSE
C101230,Sneha Kapoor,Male,65,Delhi,14-03-2025,Postpaid,1190.28,70226.52,59,5G,Monthly,Cash,12,Yes,,FALSE
C101231,Riya Ghosh,Female,48,Hyderabad,25-04-2025,Postpaid,410,27880,68,DSL,2 Year,Bank Transfer,7,No,,FALSE
C101232,Riya Roy,Male,35,Mumbai,27-11-2025,Postpaid,1115.6,23427.6,21,None,Monthly,Card,1,No,,FALSE
C101233,Priya Singh,Female,64,Hyderabad,26-07-2025,Prepaid,1186.45,56949.6,48,Fiber,2 Year,UPI,3,No,,FALSE
C101234,Vikram Paul,Male,34,Hyderabad,12-09-2025,Prepaid,1587.15,50788.8,32,DSL,Monthly,Bank Transfer,12,No,,FALSE
C101235,Sneha Roy,Male,54,Hyderabad,06-06-2025,Postpaid,301.48,13265.12,44,5G,2 Year,Bank Transfer,9,Yes,,FALSE
C101236,Neha Paul,Female,58,Kolkata,14-07-2025,Postpaid,1437.72,74761.44,52,DSL,Monthly,Bank Transfer,0,No,,FALSE
C101237,Vikram Ghosh,Female,40,Mumbai,09-08-2025,Prepaid,1589.18,96939.98,61,Fiber,Monthly,Card,3,No,,FALSE
C101238,Sourav Dey,Male,73,Kolkata,15-12-2025,Postpaid,647.43,3884.58,6,DSL,Monthly,Card,3,No,,FALSE
C101239,Neha Kapoor,Male,24,Delhi,26-11-2025,Postpaid,734.98,3674.9,5,DSL,Monthly,Bank Transfer,3,Yes,,FALSE
C101240,Vikram Sen,Male,23,Bangalore,19-12-2025,Postpaid,1643.87,54247.71,33,DSL,2 Year,UPI,7,Yes,,FALSE
C101241,Priya Das,Male,68,Chennai,23-05-2025,Prepaid,1807.7,95808.1,53,None,2 Year,Bank Transfer,5,No,,FALSE
C101242,Priya Paul,Male,53,Hyderabad,21-05-2025,Prepaid,344.73,7584.06,22,DSL,Monthly,Card,11,Yes,,FALSE
C101243,Sneha Sen,Male,64,Delhi,24-08-2025,Prepaid,631.96,14535.08,23,None,Monthly,Card,0,Yes,,FALSE
C101244,Rohit Kapoor,Male,64,Hyderabad,02-02-2025,Prepaid,922.29,24901.83,27,None,1 Year,UPI,2,No,,FALSE
C101245,Sourav Das,Male,20,Mumbai,19-04-2025,Prepaid,596.66,41169.54,69,DSL,1 Year,UPI,6,Yes,,FALSE
C101246,Vikram Dey,Female,62,Bangalore,22-03-2025,Prepaid,751.44,16531.68,22,None,1 Year,Card,9,No,,FALSE
C101247,Sneha Sharma,Male,35,Bangalore,01-06-2025,Postpaid,,30396.99,41,None,Monthly,UPI,12,Yes,,FALSE
C101248,Vikram Das,Female,75,Bangalore,29-11-2025,Prepaid,689.55,4826.85,7,Fiber,2 Year,Card,8,Yes,,FALSE
C101249,Rahul Dey,Male,69,Mumbai,03-10-2025,Prepaid,707.82,12032.94,17,5G,2 Year,UPI,4,No,,FALSE
C101250,Amit Sharma,Female,39,Bangalore,16-04-2025,Prepaid,530.51,37666.21,71,DSL,2 Year,UPI,,Yes,,FALSE
C101251,Vikram Das,Female,57,Bangalore,26-03-2025,Postpaid,420.44,23965.08,57,5G,Monthly,UPI,12,Yes,,FALSE
C101252,Rahul Sharma,Male,67,Delhi,26-03-2025,Prepaid,1617.02,6468.08,4,Fiber,2 Year,Card,7,Yes,,FALSE
C101253,Rahul Paul,Male,46,Hyderabad,18-03-2025,Postpaid,1399.83,96588.27,69,5G,1 Year,UPI,12,No,,FALSE
